10000 40000
4028 1976 8
4028 5051 37
4028 7581 33
4028 8919 122
4028 9200 80
4028 9520 200
4029 359 298
4029 2777 239
4029 4127 85
4029 5817 267
4030 122 142
4030 2624 9
4030 3367 143
4030 4298 44
4030 8248 166
4030 8484 64
4031 2928 93
4031 3559 73
4031 6861 165
4031 9462 71
4032 809 153
4033 571 220
4033 1897 82
4034 2223 243
4034 5073 261
4034 5153 102
4034 7609 257
4035 127 15
4035 495 151
4035 5621 69
4037 961 258
4037 1438 258
4037 4195 230
4038 1601 63
4038 1602 93
4038 5833 226
4038 9674 275
4039 1533 214
4039 3298 168
4039 5945 215
4039 7415 6
4039 8202 200
4039 9117 293
4040 1968 202
4040 3403 166
4040 5437 227
4040 5688 255
4040 7648 198
4040 8010 178
4040 8690 54
4040 9644 151
4041 2573 285
4041 4370 217
4041 4485 63
4041 8089 113
4042 1313 106
4042 1357 241
4042 1675 9
4042 3570 16
4042 4933 110
4043 1187 0
4043 2307 264
4044 809 3
4044 893 250
4044 4196 112
4044 8250 279
4044 9725 3
4045 5433 121
4045 5822 250
4045 6350 92
4045 8068 135
4045 8369 202
4046 123 151
4046 4247 136
4046 6912 256
4046 8736 121
4047 1073 165
4047 2493 252
4047 3785 131
4047 7981 255
4048 1614 210
4048 4611 125
4048 5396 219
4048 6091 196
4048 7056 230
4048 8839 89
4049 355 28
4049 539 66
4049 3106 194
4049 3695 17
4049 5824 32
4049 7956 263
4050 276 61
4051 426 289
4051 3379 143
4051 6116 8
4052 312 153
4052 489 163
4053 7434 156
4054 1729 43
4054 5950 178
4054 6367 72
4055 1804 211
4055 6019 193
4055 8913 162
4056 1290 237
4056 2990 182
4056 6129 104
4056 8841 291
4057 4430 157
4057 9297 110
4058 494 154
4058 1521 204
4058 6066 133
4059 5681 68
4060 728 294
4060 1001 178
4060 4692 201
4060 7421 88
4060 8566 132
4061 903 107
4061 3223 278
4061 3453 26
4061 4360 67
4061 5722 57
4062 1943 142
4062 2344 253
4062 7865 13
4062 8411 11
4063 596 198
4063 3578 261
4063 5020 50
4063 6133 11
4063 6923 211
4063 7366 132
4064 1558 49
4064 2173 36
4064 2215 263
4064 4218 92
4065 5364 212
4066 760 16
4066 1815 295
4066 4101 230
4066 4996 73
4066 8044 231
4066 8618 30
4067 742 4
4067 916 145
4067 1140 14
4067 5186 189
4068 970 297
4068 3697 189
4068 9668 170
4069 1077 268
4069 1968 263
4069 2175 252
4069 2565 139
4069 3439 74
4069 6805 273
4069 8442 3
4070 2453 204
4070 4914 205
4071 1728 275
4072 382 277
4072 1365 114
4072 1882 191
4072 2598 274
4072 5103 62
4073 887 121
4073 3873 94
4073 9176 210
4074 1762 156
4074 2843 17
4074 5118 33
4074 5642 266
4076 1053 21
4076 2045 175
4076 6529 170
4076 7132 247
4076 8221 257
4077 559 106
4077 917 112
4077 6200 45
4077 7051 203
4077 7885 33
4078 2374 289
4078 2637 297
4078 2839 141
4079 315 234
4079 1782 237
4079 5025 29
4080 957 122
4081 991 173
4081 3588 129
4082 96 98
4083 1081 284
4083 1359 17
4083 1725 296
4083 4417 122
4083 6685 286
4083 7389 35
4084 186 210
4085 1800 271
4085 5250 291
4086 699 32
4086 2337 103
4086 4140 22
4086 4369 124
4087 823 148
4087 3690 46
4087 4292 28
4087 4732 296
4087 9179 273
4088 1132 268
4088 2613 207
4088 3893 256
4088 9803 203
4089 816 87
4089 6990 268
4089 9795 225
4090 3539 197
4090 6150 281
4090 7319 30
4090 8461 132
4090 9426 58
4091 343 207
4091 392 87
4091 2703 29
4091 6119 214
4091 9435 132
4092 2216 147
4092 4347 254
4092 5714 173
4092 9213 127
4093 2861 207
4094 234 88
4094 2468 168
4094 2710 43
4094 4467 247
4094 4852 54
4095 1071 64
4095 5107 24
4095 5230 74
4095 8174 238
4095 9632 153
4096 875 57
4096 1710 62
4096 2607 80
4096 3570 265
4096 4197 298
4096 8090 287
4097 4051 161
4098 996 72
4098 2078 158
4099 527 225
4099 1909 65
4099 2469 138
4099 2998 3
4099 3332 144
4099 4363 45
4099 5677 34
4099 6451 148
4100 2121 279
4100 5723 186
4100 6208 265
4100 6763 224
4101 2768 265
4101 3055 172
4101 6362 59
4101 6976 219
4102 3019 184
4102 4995 231
4102 8238 2
4102 8383 262
4103 4263 122
4103 5313 169
4103 6847 255
4104 2349 124
4104 4214 3
4104 4865 194
4104 8281 127
4105 2888 244
4105 3986 207
4105 4229 57
4105 4899 44
4105 6423 19
4105 7401 159
4106 2222 170
4106 2872 284
4107 1836 148
4107 5247 231
4107 6325 115
4107 7893 281
4107 9814 288
4108 285 219
4108 4400 0
4108 6556 110
4108 8970 179
4108 9765 21
4109 2724 0
4109 3086 85
4109 3295 6
4109 7300 264
4109 7497 161
4110 361 270
4110 2165 208
4110 8366 82
4110 9647 114
4111 3487 33
4111 7966 299
4111 8832 182
4111 9800 263
4112 4 75
4112 1583 197
4112 2716 211
4112 2846 140
4112 4254 22
4112 9183 54
4113 778 88
4115 839 58
4117 399 110
4117 952 223
4117 4287 244
4117 6020 140
4118 4065 263
4118 4850 134
4118 7446 93
4119 3726 138
4119 6741 132
4119 7861 173
4120 435 167
4120 1406 11
4120 2279 175
4120 2765 132
4120 4657 277
4120 5028 256
4120 9049 253
4121 1838 114
4121 8787 137
4122 585 45
4122 2153 232
4122 4378 215
4123 49 26
4123 634 26
4123 1836 181
4123 2209 89
4123 4736 201
4123 7412 253
4123 7463 217
4123 9516 180
4124 934 255
4124 3682 71
4125 4118 137
4125 9183 100
4127 9078 37
4128 1024 154
4128 6311 118
4129 51 160
4129 900 46
4129 3774 8
4129 4229 65
4129 4682 207
4130 6915 106
4131 3268 248
4131 4292 135
4133 949 61
4135 136 166
4135 496 295
4135 1660 199
4135 3232 159
4135 8514 152
4136 4596 299
4136 8218 78
4137 818 203
4138 1321 132
4138 2230 276
4138 6904 106
4139 2254 294
4139 4726 30
4139 6456 84
4139 9542 14
4140 155 72
4140 1886 7
4140 2007 91
4140 5648 45
4140 8152 217
4140 8669 96
4141 253 284
4141 295 121
4141 3588 181
4141 6176 134
4141 7451 54
4141 8792 99
4141 9285 77
4142 245 104
4143 581 245
4143 3576 258
4143 4570 257
4143 6680 78
4144 534 200
4144 1610 161
4144 2549 231
4144 7866 33
4144 9703 149
4145 2868 245
4145 3922 21
4145 6411 285
4146 690 149
4146 790 246
4146 862 133
4146 3265 96
4146 7059 68
4147 2724 55
4147 3171 152
4148 997 51
4148 2064 178
4148 2121 15
4148 6130 4
4149 99 154
4149 2582 138
4149 8190 46
4150 3745 56
4150 9592 93
4151 3338 5
4152 946 264
4152 1282 191
4152 4635 235
4152 6523 113
4153 3364 3
4153 3950 283
4153 4189 183
4153 7219 206
4153 8068 92
4153 9987 29
4154 914 129
4154 2053 47
4154 2517 46
4154 2956 136
4154 4395 45
4154 8546 288
4155 1352 65
4155 1361 264
4155 1989 201
4155 2449 222
4155 2649 219
4155 3528 125
4155 5191 290
4156 5071 60
4157 1141 129
4157 6445 216
4157 7963 197
4157 9647 182
4158 4103 4
4158 4327 186
4158 4746 271
4158 4931 212
4158 4962 146
4158 7418 268
4158 8689 24
4159 602 99
4159 1474 165
4160 1103 157
4160 2039 7
4160 7007 48
4161 524 249
4161 1197 195
4161 3234 58
4162 206 16
4162 645 239
4162 1394 27
4162 5629 135
4162 5836 76
4162 8008 201
4162 9556 137
4163 185 88
4163 3368 117
4164 2058 111
4164 5907 258
4165 1761 62
4165 4896 14
4165 6581 281
4165 7442 42
4166 867 86
4166 8050 129
4166 8929 274
4166 9186 227
4166 9986 20
4167 5520 160
4167 7270 138
4167 8490 199
4167 8997 232
4168 1934 159
4168 6039 66
4168 8232 90
4168 9102 273
4169 51 95
4169 221 156
4169 1557 74
4169 2476 194
4169 4533 284
4169 6071 235
4169 6384 234
4169 6415 91
4170 8511 63
4171 5788 192
4172 714 268
4172 1946 88
4172 2955 275
4172 2989 187
4172 3171 150
4172 6797 276
4173 1772 143
4173 3906 155
4174 3314 275
4174 8411 240
4175 39 32
4175 2766 97
4175 3258 151
4175 3503 197
4175 6213 141
4175 6636 100
4176 1451 232
4176 6169 141
4176 6292 47
4176 6378 288
4177 734 120
4177 3453 132
4177 4579 18
4177 5531 81
4177 5726 222
4177 8307 151
4178 1808 99
4178 2114 240
4178 7497 218
4178 8756 284
4179 2463 33
4179 3888 162
4179 8800 42
4180 2093 146
4180 5365 151
4180 7374 111
4180 8732 275
4181 4736 282
4182 239 233
4182 285 88
4182 5391 195
4183 3021 131
4183 4967 97
4183 5208 76
4184 8137 292
4185 1249 261
4185 5147 120
4185 6128 133
4185 6879 50
4185 7913 290
4186 423 250
4186 730 188
4186 4210 259
4186 5561 131
4186 6161 183
4186 8437 298
4187 4293 201
4187 6576 220
4188 410 264
4188 1075 106
4188 4264 216
4188 7384 165
4188 9779 54
4189 5636 77
4189 7808 267
4189 9707 35
4190 7309 57
4190 7816 289
4190 9401 238
4190 9886 183
4191 3248 22
4191 5715 183
4191 7396 151
4192 1429 58
4192 4293 271
4192 6073 281
4192 7307 66
4193 428 9
4193 5051 226
4193 6269 8
4193 7871 233
4193 9249 33
4194 15 15
4194 5398 23
4195 48 289
4195 6984 2
4195 7906 137
4195 9544 60
4196 1344 241
4196 2798 180
4196 8878 235
4197 224 89
4197 452 241
4197 5659 5
4197 9078 45
4198 1496 286
4199 855 263
4199 3432 144
4199 7079 150
4199 7849 298
4200 1185 106
4200 3041 260
4200 3389 57
4200 7705 238
4200 9034 166
4201 1527 176
4201 7338 298
4201 8228 119
4201 8248 194
4201 9340 209
4202 171 170
4202 440 7
4202 3105 38
4202 4623 87
4202 5100 160
4202 8173 42
4202 9774 294
4203 263 117
4204 1084 84
4204 2178 274
4205 4867 271
4206 150 73
4207 4232 119
4207 5027 68
4207 7661 233
4207 8210 202
4207 8800 21
4207 9582 151
4208 652 122
4208 6844 169
4208 7177 174
4208 9646 76
4209 1110 64
4209 3190 87
4209 3312 154
4209 5492 299
4209 6497 145
4209 8142 74
4209 8886 6
4210 424 161
4210 6892 125
4211 577 207
4211 5249 59
4212 600 163
4212 1255 225
4212 1331 41
4212 3982 257
4212 4449 162
4212 4519 256
4212 8794 148
4213 3397 9
4213 6819 217
4213 7954 187
4213 9540 146
4214 1146 242
4214 3223 157
4214 5782 11
4214 6733 189
4214 7532 237
4215 2710 46
4215 4607 134
4215 6457 76
4216 940 12
4216 4236 117
4216 7830 64
4216 8069 244
4216 9315 208
4216 9722 42
4217 850 31
4217 4848 117
4218 4668 249
4218 5212 242
4218 5369 172
4218 6969 116
4218 8838 144
4219 3063 199
4219 3806 156
4219 3928 158
4219 6982 168
4219 7916 86
4219 8186 299
4219 8302 100
4219 8725 288
4220 1147 204
4220 1235 20
4220 2402 205
4220 6727 127
4220 6847 4
4221 7373 111
4222 929 68
4222 1426 125
4222 4345 9
4222 4355 255
4223 543 249
4223 5986 299
4223 8999 51
4223 9230 172
4224 703 108
4224 1881 287
4224 9989 157
4225 5879 217
4225 6389 173
4226 2320 194
4226 7433 42
4226 7578 230
4227 1197 292
4227 5205 191
4227 5498 168
4227 5997 154
4227 7861 184
4227 9410 37
4227 9810 122
4228 1155 49
4228 4337 38
4229 3592 221
4229 4283 251
4229 8373 200
4230 491 100
4230 1017 296
4230 2948 3
4230 4527 71
4230 5375 29
4230 6002 91
4230 8865 270
4231 2619 180
4231 5636 29
4231 6562 102
4231 9316 64
4232 575 232
4232 680 208
4232 3393 287
4232 3587 282
4232 4845 26
4232 5350 65
4232 5388 171
4232 5987 45
4232 9416 239
4233 9421 235
4234 3019 272
4234 4312 0
4234 5606 180
4234 6265 114
4234 7325 43
4235 1712 291
4235 5082 212
4236 2646 9
4236 7458 87
4236 9421 142
4237 411 68
4237 2359 39
4237 5939 207
4237 6443 13
4238 1498 293
4238 6994 103
4239 3899 75
4239 4068 12
4240 4827 229
4241 2039 193
4241 2284 168
4241 2355 136
4241 3761 114
4241 4844 274
4241 6437 219
4241 7486 239
4243 445 294
4243 560 37
4243 919 219
4243 1019 112
4243 1597 113
4243 2898 143
4244 9354 2
4245 1338 144
4246 8906 14
4247 901 13
4247 5014 119
4248 1479 7
4248 1539 265
4248 2968 97
4249 6430 66
4249 7471 12
4249 9302 77
4250 2609 13
4250 7852 217
4250 8333 228
4251 4321 275
4251 9398 147
4251 9837 233
4252 1880 65
4252 3174 54
4252 4917 21
4252 6269 266
4252 6780 129
4252 9186 71
4253 140 20
4253 2327 259
4253 2687 12
4253 3877 66
4253 4584 147
4253 6801 177
4253 8497 208
4254 4414 125
4254 7218 262
4254 8531 15
4254 9372 117
4255 2075 69
4255 8054 127
4255 8734 253
4255 9942 116
4256 148 24
4256 1404 65
4256 2280 64
4256 5085 229
4256 9030 127
4257 2216 257
4257 3506 108
4257 3645 294
4258 666 165
4258 5754 140
4259 6365 88
4259 8795 194
4260 5890 129
4261 136 271
4261 2595 237
4261 5561 208
4262 776 298
4262 1409 107
4262 5533 173
4262 6790 212
4262 7501 116
4262 7575 285
4263 5505 155
4263 6942 114
4264 497 128
4264 1086 4
4264 3661 227
4264 6593 84
4265 5015 95
4265 8795 156
4266 7381 168
4266 8426 120
4267 687 102
4267 934 252
4267 2652 97
4267 8401 135
4268 1063 4
4268 9067 292
4269 632 297
4269 859 92
4269 2519 184
4269 7270 252
4269 7429 112
4269 7759 226
4269 8440 108
4269 9043 32
4270 1178 288
4270 1955 149
4270 2759 6
4270 2957 190
4270 3485 183
4270 4319 36
4270 4911 41
4271 2637 172
4272 55 228
4272 2556 238
4272 7871 17
4272 9127 263
4273 1958 39
4273 8446 204
4274 901 257
4274 2246 269
4274 5806 134
4275 4939 16
4275 6769 128
4275 7904 275
4275 8015 154
4275 9483 92
4276 1225 113
4276 2516 190
4276 3701 120
4276 4271 190
4276 9804 227
4277 1960 85
4278 979 293
4278 4027 3
4278 6561 96
4278 7859 52
4279 162 16
4279 2615 165
4279 5024 265
4279 9285 76
4280 134 201
4280 527 211
4280 1783 3
4280 6266 121
4281 6775 276
4281 7221 118
4281 9697 280
4282 993 252
4282 7444 212
4283 246 184
4283 3371 152
4283 4004 67
4283 6590 93
4284 281 110
4284 2020 156
4284 2742 92
4284 2991 88
4285 767 86
4285 6227 103
4286 765 199
4286 1339 77
4286 2548 133
4286 7912 13
4287 1041 226
4287 2027 120
4287 2464 259
4287 2512 152
4287 2699 110
4287 5073 176
4287 6362 174
4287 7368 287
4287 7548 177
4287 9917 241
4288 1018 87
4288 8301 258
4289 1024 238
4289 3652 254
4289 3792 31
4290 197 178
4290 387 145
4290 575 13
4290 3964 40
4290 7149 152
4290 7824 117
4290 9059 184
4291 357 80
4291 738 161
4291 1318 114
4291 1474 251
4291 1641 265
4291 3154 113
4291 5076 48
4291 7652 228
4292 5412 38
4293 880 113
4293 1764 128
4293 2002 121
4293 3755 206
4293 5364 296
4294 1820 281
4294 2047 111
4294 2798 194
4294 3010 234
4294 4148 181
4294 6038 91
4295 2168 125
4295 5692 32
4295 5694 60
4295 6378 280
4295 7819 212
4296 285 119
4296 2015 57
4296 2909 1
4296 3714 5
4296 4158 164
4296 8024 156
4296 8792 297
4296 9346 291
4297 2902 199
4298 3023 65
4298 3223 105
4298 6037 143
4298 6582 52
4299 966 15
4299 992 197
4299 7730 175
4299 8205 224
4299 8817 130
4300 4445 57
4300 8122 173
4300 8725 181
4301 237 72
4301 2344 27
4301 5964 101
4301 6695 138
4302 292 252
4302 1774 47
4302 3337 209
4302 3761 224
4302 5886 59
4302 8467 12
4302 8769 0
4303 8056 166
4304 5354 228
4305 6781 257
4305 8466 124
4305 8587 22
4306 39 73
4306 1358 58
4306 1829 284
4306 4152 114
4307 402 71
4307 642 299
4307 3481 112
4307 6108 0
4307 6568 223
4308 3641 287
4309 3674 12
4310 2880 189
4310 3868 247
4310 5711 45
4310 6533 196
4311 2210 118
4312 7862 220
4313 2075 15
4313 2122 106
4313 2145 38
4313 2915 3
4313 7124 135
4313 7756 121
4313 8894 162
4314 128 289
4314 1371 194
4314 1898 107
4314 4553 274
4314 8304 254
4314 8830 163
4315 2928 216
4316 94 47
4316 2651 128
4316 7727 244
4316 8094 47
4317 2749 169
4317 7638 170
4317 9724 270
4318 5040 80
4318 7160 15
4318 8242 271
4319 1438 177
4319 3288 22
4319 4778 243
4320 1543 183
4320 4970 154
4320 8126 54
4321 368 6
4321 1914 43
4321 5701 32
4321 7143 290
4321 7607 187
4322 1341 286
4322 4639 195
4322 5324 94
4322 8018 224
4322 8858 279
4323 3840 289
4323 3845 67
4324 1983 17
4324 3979 39
4324 9672 94
4324 9771 107
4325 5884 21
4325 8816 179
4326 438 244
4326 3908 191
4327 3413 154
4327 7390 299
4327 7535 141
4328 1381 184
4328 2228 264
4328 3462 128
4328 3469 148
4328 5977 218
4329 1156 25
4329 1628 107
4329 5649 88
4329 6318 238
4329 6458 248
4329 8106 296
4330 1047 223
4330 2428 294
4330 3544 182
4330 6921 134
4331 466 71
4331 1610 36
4331 2283 136
4331 7970 253
4332 1866 58
4332 4841 1
4332 6262 212
4332 7216 261
4333 70 275
4333 1444 117
4333 2273 174
4333 4721 246
4333 4955 117
4334 8871 254
4335 6541 249
4335 7105 144
4335 8979 74
4335 9616 57
4336 1507 241
4336 2097 62
4336 2566 210
4336 3231 279
4336 3396 43
4337 3794 199
4338 618 230
4338 5588 2
4338 6402 5
4338 7296 166
4338 9514 193
4339 47 108
4339 938 76
4339 5150 101
4339 7801 144
4340 3214 106
4340 3406 295
4340 6372 284
4340 8462 134
4341 245 36
4341 430 48
4341 1462 18
4341 4227 114
4342 4705 242
4342 5340 169
4342 6880 130
4342 6981 254
4343 26 247
4343 523 87
4343 5958 133
4343 7335 96
4344 653 203
4344 2686 44
4344 4443 223
4345 1 4
4345 208 109
4345 7801 290
4345 7947 70
4346 962 11
4346 1064 204
4346 8220 77
4346 9071 30
4346 9289 177
4347 1750 275
4347 2132 232
4347 5466 219
4347 6845 147
4347 7108 276
4347 8473 294
4348 1453 131
4348 2861 259
4348 6031 188
4348 6453 203
4348 8774 57
4348 8824 17
4349 3116 160
4349 3661 125
4349 7669 208
4350 8557 118
4350 9785 6
4351 1210 105
4351 8253 297
4352 209 212
4352 1685 110
4352 3511 71
4352 4531 189
4352 5888 34
4352 8114 62
4352 9626 34
4353 670 155
4353 4193 141
4353 9026 100
4354 8810 2
4355 1716 286
4355 2081 117
4355 4267 239
4355 5312 291
4356 1140 139
4356 1546 123
4357 2477 118
4357 3153 295
4357 6433 221
4357 6585 103
4357 9323 146
4358 1344 67
4358 1527 285
4359 1967 224
4359 4431 27
4359 5134 58
4359 6286 155
4359 7778 150
4361 3116 205
4362 4195 210
4362 5121 84
4363 214 150
4363 6300 5
4364 779 191
4364 1006 183
4364 1381 90
4365 638 180
4365 1874 220
4365 1957 213
4365 2839 27
4365 6762 195
4366 3650 263
4366 3893 49
4367 303 15
4367 3783 65
4367 5783 293
4367 7045 66
4367 9615 95
4368 6372 265
4369 2494 203
4369 8288 97
4369 8995 98
4370 5565 281
4370 6676 243
4370 9589 251
4371 40 15
4371 6176 286
4371 9832 95
4372 8285 203
4372 8486 2
4373 2608 99
4373 9969 228
4374 3766 239
4374 6826 176
4374 8578 7
4375 3324 249
4375 4910 134
4375 5135 110
4375 9223 136
4376 617 56
4376 6517 52
4376 8626 6
4377 337 116
4377 1825 238
4377 2032 251
4377 4733 233
4377 7218 23
4377 7714 54
4378 636 149
4378 3224 129
4378 5460 213
4378 8123 233
4379 1789 264
4379 2213 211
4379 2529 45
4379 4522 6
4379 7087 181
4379 7141 292
4379 7836 262
4379 9836 175
4380 1913 264
4380 5450 117
4381 4290 90
4381 5143 298
4381 6946 209
4381 8465 40
4382 86 183
4382 4836 219
4382 5912 57
4383 916 123
4383 4663 282
4383 7415 102
4383 7884 229
4383 8183 265
4384 1622 80
4384 2301 245
4384 5111 72
4384 8290 240
4385 4352 105
4385 4834 283
4386 3412 49
4386 9762 32
4387 759 62
4387 1957 203
4387 2079 150
4387 3997 220
4388 797 71
4388 1300 256
4388 4119 139
4388 7897 252
4389 1026 271
4389 1893 205
4389 2892 16
4389 5075 212
4389 9011 185
4390 383 250
4390 425 155
4390 5199 85
4390 6108 299
4390 7743 154
4391 2559 165
4391 3220 251
4391 9378 151
4391 9899 171
4392 809 74
4392 977 264
4392 3758 233
4393 108 93
4393 433 238
4393 1065 128
4393 1836 91
4393 3548 129
4393 3809 68
4393 6582 264
4394 159 123
4394 988 228
4394 992 209
4394 2075 65
4394 4441 174
4394 4996 61
4394 5057 1
4394 5798 62
4394 8858 70
4394 9716 81
4394 9789 39
4395 225 182
4395 411 0
4395 658 128
4395 1239 125
4395 2707 138
4395 5197 8
4395 7196 33
4395 7766 179
4395 8307 169
4397 4172 219
4397 5113 120
4397 9260 266
4397 9808 205
4398 1244 259
4398 1478 211
4398 2905 268
4398 3760 98
4398 4970 184
4398 7451 168
4398 9624 189
4399 1567 197
4399 2419 232
4399 2425 255
4399 2623 200
4399 6282 286
4399 9993 107
4400 861 263
4400 3578 70
4400 5755 117
4400 9133 95
4401 2433 244
4401 3311 265
4402 1910 201
4402 1935 6
4402 2793 114
4402 3494 121
4402 3935 241
4402 4823 107
4402 8159 176
4402 8412 175
4403 904 113
4403 8708 238
4403 9160 75
4404 2802 133
4404 5729 15
4405 3674 44
4405 3813 201
4405 6228 117
4405 7028 109
4405 8797 194
4406 4461 104
4406 8700 15
4406 8902 155
4407 2772 140
4407 4090 15
4407 5916 189
4407 6302 40
4408 3022 112
4408 3681 150
4408 4415 108
4408 4919 41
4408 7299 125
4409 2313 126
4409 2895 20
4409 4207 182
4409 7354 282
4410 959 155
4410 1517 16
4410 4269 161
4410 9690 25
4411 5027 95
4411 5817 14
4411 7256 129
4412 1335 97
4412 1441 163
4412 2839 293
4412 7093 189
4413 1573 192
4413 7628 272
4413 8098 146
4414 2034 138
4414 2160 230
4414 3928 295
4414 6822 235
4414 9314 24
4415 2490 207
4415 4191 94
4415 6016 15
4415 6411 217
4416 2755 127
4416 3693 0
4416 4140 72
4416 7774 256
4417 1781 283
4417 5836 183
4418 552 40
4418 1537 255
4418 1563 7
4418 3962 279
4418 5169 259
4419 3848 173
4419 5105 114
4419 6259 184
4420 2252 72
4420 2712 65
4420 5837 289
4421 3455 43
4421 5029 182
4421 5995 247
4422 3159 226
4422 4341 60
4422 4592 113
4422 5971 208
4422 6195 279
4423 1244 215
4423 3527 200
4423 7883 113
4423 9014 3
4423 9525 238
4424 37 215
4424 4630 158
4424 8909 255
4425 1080 133
4425 1675 88
4425 1692 250
4425 5294 265
4425 6210 95
4426 3713 244
4426 4369 13
4426 4690 184
4426 5483 152
4427 7318 290
4428 1795 23
4428 5455 208
4429 2404 105
4429 4826 191
4429 6982 229
4430 2441 0
4430 3912 21
4430 4211 2
4431 353 224
4431 2604 49
4432 4290 112
4432 5624 254
4432 8634 249
4433 1246 127
4433 5392 265
4434 628 63
4434 1618 101
4434 2885 218
4434 3208 69
4434 4522 3
4435 223 192
4435 681 160
4436 2540 283
4436 7552 109
4436 7670 262
4438 3818 226
4438 3885 289
4438 4930 287
4438 5175 295
4439 221 147
4439 778 238
4439 1635 175
4439 2181 94
4439 2718 107
4439 6926 287
4439 7377 110
4439 8267 100
4439 9321 197
4439 9637 98
4440 2419 135
4440 3225 39
4440 4974 189
4440 5710 42
4441 1110 22
4441 3670 224
4441 7683 188
4442 536 148
4442 2202 250
4442 5361 183
4442 5707 54
4442 7444 233
4443 301 188
4443 5334 101
4443 6188 227
4443 7479 261
4443 7803 181
4444 1144 168
4444 1197 26
4444 2577 223
4444 4035 83
4444 4901 169
4444 5403 32
4444 6221 54
4445 1080 123
4445 8973 142
4446 4344 119
4446 7294 25
4446 7874 99
4447 555 219
4447 1716 117
4447 3135 204
4447 3259 200
4447 3954 24
4447 4427 3
4447 5875 165
4448 500 251
4448 1504 120
4448 2495 134
4448 5928 21
4448 6326 132
4448 7262 260
4448 9309 120
4449 1577 177
4449 3953 110
4449 3970 46
4449 7951 145
4449 8491 160
4449 9816 204
4450 1320 48
4450 2793 232
4450 5800 180
4451 8799 92
4452 2530 166
4452 2536 286
4452 3681 33
4453 644 78
4453 659 160
4453 1511 121
4453 2686 114
4453 5435 106
4453 6799 46
4454 373 193
4454 617 14
4454 1491 74
4454 4630 126
4454 6060 132
4455 2243 285
4455 3700 276
4455 5947 124
4455 7084 250
4455 7929 275
4455 8852 154
4456 896 66
4456 4054 113
4457 830 197
4457 1280 187
4457 3110 133
4457 8549 32
4458 175 67
4458 246 129
4458 1992 283
4458 2071 106
4458 9039 105
4458 9227 192
4459 939 173
4459 6054 201
4459 6328 38
4459 8209 271
4460 2428 93
4460 2538 145
4460 6512 0
4460 9652 71
4461 3878 73
4461 4971 208
4462 3341 4
4462 3617 12
4462 5975 194
4462 8115 103
4463 9053 205
4464 927 150
4464 1369 270
4464 1670 233
4464 2557 148
4464 3194 284
4464 5705 245
4465 1748 40
4465 3439 208
4465 5097 214
4466 5235 59
4466 7783 108
4467 742 17
4467 1463 219
4467 2674 128
4467 8408 92
4467 8559 169
4468 2070 43
4468 3802 88
4468 6989 225
4468 8048 49
4469 631 283
4469 1193 294
4469 6673 128
4469 8419 101
4470 3688 7
4470 4222 75
4471 66 98
4471 260 259
4471 991 65
4471 1580 145
4471 4311 232
4471 7342 82
4471 8290 113
4471 8365 200
4472 3088 38
4472 4223 80
4472 5613 206
4472 8948 299
4473 84 160
4473 2351 148
4473 2489 29
4473 2683 173
4473 4492 137
4473 4837 61
4473 5195 12
4473 5408 6
4473 7004 1
4473 8010 94
4473 8841 123
4473 8976 150
4474 80 180
4474 1920 72
4474 8633 191
4475 901 175
4475 2093 101
4475 2266 117
4475 7136 289
4476 1855 26
4476 5700 228
4476 6199 81
4476 6931 90
4476 7084 71
4477 1493 95
4477 8025 121
4478 2857 128
4478 2945 74
4479 549 228
4479 1481 255
4479 6563 74
4479 7016 113
4479 8605 56
4479 9177 232
4480 2704 208
4480 3281 27
4480 5521 160
4481 1706 115
4481 4036 237
4481 4487 189
4481 5579 23
4481 7288 235
4481 7529 269
4481 7870 96
4482 1043 41
4482 1207 97
4482 9141 209
4483 4490 126
4483 8147 63
4483 9086 162
4484 2365 220
4484 4774 280
4484 6083 259
4484 8332 217
4485 1476 263
4485 1600 198
4485 3592 122
4485 4366 33
4485 9544 29
4485 9668 180
4486 600 219
4486 2381 282
4486 2907 89
4486 6589 260
4486 8025 264
4486 8972 218
4486 9199 120
4487 2866 79
4487 7562 263
4487 7589 184
4488 123 32
4488 1617 100
4488 2763 26
4488 6282 155
4488 6705 95
4488 9957 118
4489 1107 163
4489 2737 235
4489 4958 141
4489 5098 123
4490 1466 186
4490 7056 281
4490 7993 237
4491 4573 168
4491 5099 232
4491 8093 299
4492 2951 60
4493 1415 107
4493 7339 156
4494 541 259
4494 1304 97
4494 1543 204
4494 2515 132
4495 293 272
4495 1126 231
4495 1933 103
4495 5083 230
4496 4932 192
4496 5243 7
4496 8786 72
4497 5338 76
4497 7046 89
4497 9188 72
4498 4718 180
4498 7080 221
4499 64 1
4499 1554 167
4499 2329 137
4499 3972 170
4499 5288 128
4499 6900 241
4500 235 81
4500 3040 37
4501 6264 248
4502 1503 297
4503 1779 118
4503 2611 27
4504 284 247
4504 3626 40
4504 5545 45
4504 9063 66
4504 9322 111
4504 9458 171
4506 1788 4
4506 2168 39
4506 9531 95
4507 4360 127
4508 2937 171
4508 6489 258
4508 9311 37
4509 3857 134
4509 5343 0
4509 5811 3
4509 5899 275
4509 6082 264
4510 432 190
4510 1880 280
4510 1994 181
4510 5197 242
4510 7959 31
4510 8236 193
4510 8669 10
4510 9566 205
4511 976 205
4511 1182 19
4511 3160 242
